NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;
3;1;3;2:02.145;2;;35.132;2;;0;;0;206.4;36:26.263;16:26;0:35.132;;;298.3;Tom Kristensen;
3;1;4;2:22.639;0;;35.175;0;1:12.829;0;34.635;0;176.8;38:48.902;16:28;0:35.175;1:12.829;0:34.635;300.8;Tom Kristensen;
3;1;5;2:16.523;0;B;35.287;0;57.058;2;44.178;0;184.7;41:05.425;16:31;0:35.287;0:57.058;0:44.178;300.0;Tom Kristensen;
33;1;1;33:35.461;0;;31:50.286;0;1:07.015;0;38.160;0;12.5;33:35.461;16:23;31:50.286;1:07.015;0:38.160;225.9;Christophe Bouchut;
33;1;2;2:15.194;0;;39.864;0;59.968;0;35.362;0;186.5;35:50.655;16:25;0:39.864;0:59.968;0:35.362;250.0;Christophe Bouchut;
33;1;3;2:13.851;2;;39.437;0;59.223;2;35.191;2;188.4;38:04.506;16:28;0:39.437;0:59.223;0:35.191;250.6;Christophe Bouchut;
33;1;4;2:14.222;0;;39.401;2;59.278;0;35.543;0;187.9;40:18.728;16:30;0:39.401;0:59.278;0:35.543;252.3;Christophe Bouchut;
33;1;5;2:15.028;0;;39.516;0;59.752;0;35.760;0;186.7;42:33.756;16:32;0:39.516;0:59.752;0:35.760;252.3;Christophe Bouchut;
33;1;6;2:32.606;0;B;40.258;0;1:04.428;0;47.920;0;165.2;45:06.362;16:35;0:40.258;1:04.428;0:47.920;231.3;Christophe Bouchut;
35;0;1;33:20.908;0;;31:41.038;0;1:04.160;0;35.710;0;12.6;33:20.908;16:23;31:41.038;1:04.160;0:35.710;233.3;Andrea Barlesi;
35;0;2;2:13.232;0;;38.528;0;59.722;0;34.982;0;189.2;35:34.140;16:25;0:38.528;0:59.722;0:34.982;261.5;Andrea Barlesi;
35;0;3;2:12.373;2;;38.244;2;58.973;2;35.156;0;190.5;37:46.513;16:27;0:38.244;0:58.973;0:35.156;262.8;Andrea Barlesi;
35;0;4;2:12.569;0;;38.417;0;59.301;0;34.851;2;190.2;39:59.082;16:29;0:38.417;0:59.301;0:34.851;265.4;Andrea Barlesi;
35;0;5;2:13.067;0;;38.410;0;59.577;0;35.080;0;189.5;42:12.149;16:32;0:38.410;0:59.577;0:35.080;267.3;Andrea Barlesi;
35;0;6;2:22.965;0;B;38.425;0;59.404;0;45.136;0;176.4;44:35.114;16:34;0:38.425;0:59.404;0:45.136;264.7;Andrea Barlesi;
39;2;1;37:47.760;0;;35:52.866;0;1:14.152;0;40.742;0;11.1;37:47.760;16:27;35:52.866;1:14.152;0:40.742;224.1;Pierre Kaffer;
39;2;2;2:13.584;2;;39.741;0;58.705;2;35.138;2;188.8;40:01.344;16:30;0:39.741;0:58.705;0:35.138;253.5;Pierre Kaffer;
39;2;3;2:13.786;0;;38.917;1;59.257;0;35.612;0;188.5;42:15.130;16:32;0:38.917;0:59.257;0:35.612;256.5;Pierre Kaffer;
39;2;4;2:28.553;0;B;38.859;2;59.149;0;50.545;0;169.7;44:43.683;16:34;0:38.859;0:59.149;0:50.545;256.5;Pierre Kaffer;
40;1;1;35:48.275;0;;34:12.045;0;1:01.072;0;35.158;0;11.7;35:48.275;16:25;34:12.045;1:01.072;0:35.158;246.0;Ralph Meichtry;
40;1;2;2:12.761;0;;38.444;0;58.247;1;36.070;0;189.9;38:01.036;16:28;0:38.444;0:58.247;0:36.070;262.1;Ralph Meichtry;
40;1;3;2:11.608;0;;38.449;0;58.254;0;34.905;0;191.6;40:12.644;16:30;0:38.449;0:58.254;0:34.905;264.1;Ralph Meichtry;
40;1;4;2:11.306;2;;38.232;2;58.305;0;34.769;2;192.0;42:23.950;16:32;0:38.232;0:58.305;0:34.769;265.4;Ralph Meichtry;
40;1;5;2:27.089;0;B;38.313;0;58.199;2;50.577;0;171.4;44:51.039;16:34;0:38.313;0:58.199;0:50.577;265.4;Ralph Meichtry;
41;2;1;40:06.754;0;;38:22.005;0;1:01.560;0;43.189;0;10.5;40:06.754;16:30;38:22.005;1:01.560;0:43.189;232.8;Tom Kimber-Smith;
41;2;2;2:11.218;2;;38.035;1;58.889;1;34.294;2;192.2;42:17.972;16:32;0:38.035;0:58.889;0:34.294;266.7;Tom Kimber-Smith;
42;1;1;34:20.733;0;;32:36.169;0;1:06.703;0;37.861;0;12.2;34:20.733;16:24;32:36.169;1:06.703;0:37.861;207.7;Danny Watts;
42;1;2;2:11.798;0;;39.546;0;57.000;0;35.252;0;191.3;36:32.531;16:26;0:39.546;0:57.000;0:35.252;253.5;Danny Watts;
42;1;3;2:25.608;0;;39.154;0;1:09.665;0;36.789;0;173.2;38:58.139;16:28;0:39.154;1:09.665;0:36.789;255.9;Danny Watts;
42;1;4;2:10.016;2;;38.564;2;56.775;2;34.677;2;193.9;41:08.155;16:31;0:38.564;0:56.775;0:34.677;261.5;Danny Watts;
42;1;5;2:42.678;0;B;41.670;0;1:12.310;0;48.698;0;155.0;43:50.833;16:33;0:41.670;1:12.310;0:48.698;247.1;Danny Watts;
43;1;1;33:41.857;0;;31:56.743;0;1:04.467;0;40.647;0;12.5;33:41.857;16:23;31:56.743;1:04.467;0:40.647;202.6;Rob Garofall;
43;1;2;2:15.035;0;;39.695;0;59.672;0;35.668;0;186.7;35:56.892;16:25;0:39.695;0:59.672;0:35.668;247.1;Rob Garofall;
43;1;3;2:14.122;2;;39.517;0;58.989;2;35.616;0;188.0;38:11.014;16:28;0:39.517;0:58.989;0:35.616;248.3;Rob Garofall;
43;1;4;2:14.376;0;;39.436;2;59.436;0;35.504;2;187.6;40:25.390;16:30;0:39.436;0:59.436;0:35.504;251.2;Rob Garofall;
43;1;5;2:22.836;0;;39.869;0;1:03.658;0;39.309;0;176.5;42:48.226;16:32;0:39.869;1:03.658;0:39.309;250.6;Rob Garofall;
43;1;6;3:13.072;0;B;39.633;0;1:28.672;0;1:04.767;0;130.6;46:01.298;16:36;0:39.633;1:28.672;1:04.767;250.6;Rob Garofall;
44;0;1;32:22.438;0;;30:43.069;0;1:03.372;0;35.997;0;13.0;32:22.438;16:22;30:43.069;1:03.372;0:35.997;207.7;Fabien Rosier;
44;0;2;2:13.054;0;;39.287;0;58.938;0;34.829;0;189.5;34:35.492;16:24;0:39.287;0:58.938;0:34.829;260.2;Fabien Rosier;
44;0;3;2:11.929;0;;38.533;2;58.733;0;34.663;0;191.1;36:47.421;16:26;0:38.533;0:58.733;0:34.663;263.4;Fabien Rosier;
44;0;4;2:11.842;2;;38.702;0;58.602;2;34.538;2;191.2;38:59.263;16:28;0:38.702;0:58.602;0:34.538;262.8;Fabien Rosier;
44;0;5;3:00.493;0;B;46.537;0;1:15.532;0;58.424;0;139.7;41:59.756;16:31;0:46.537;1:15.532;0:58.424;172.5;Fabien Rosier;
45;1;1;33:03.879;0;;31:24.997;0;1:03.765;0;35.117;0;12.7;33:03.879;16:23;31:24.997;1:03.765;0:35.117;196.7;Nicolas De Crem;
45;1;2;2:13.975;0;;38.619;0;1:00.386;0;34.970;0;188.2;35:17.854;16:25;0:38.619;1:00.386;0:34.970;262.8;Nicolas De Crem;
45;1;3;2:11.306;0;;38.281;2;58.643;0;34.382;2;192.0;37:29.160;16:27;0:38.281;0:58.643;0:34.382;260.9;Nicolas De Crem;
45;1;4;2:11.183;2;;38.299;0;58.223;2;34.661;0;192.2;39:40.343;16:29;0:38.299;0:58.223;0:34.661;261.5;Nicolas De Crem;
45;1;5;2:11.977;0;;38.547;0;58.741;0;34.689;0;191.0;41:52.320;16:31;0:38.547;0:58.741;0:34.689;261.5;Nicolas De Crem;
45;1;6;2:21.262;0;;42.517;0;1:02.972;0;35.773;0;178.5;44:13.582;16:34;0:42.517;1:02.972;0:35.773;224.5;Nicolas De Crem;
45;1;7;3:41.077;0;B;52.583;0;1:40.641;0;1:07.853;0;114.1;47:54.659;16:37;0:52.583;1:40.641;1:07.853;165.4;Nicolas De Crem;
46;0;1;33:11.305;0;;31:34.490;0;1:00.708;0;36.107;0;12.7;33:11.305;16:23;31:34.490;1:00.708;0:36.107;236.3;Mathias Beche;
46;0;2;2:10.664;0;;38.185;0;58.162;0;34.317;2;193.0;35:21.969;16:25;0:38.185;0:58.162;0:34.317;260.9;Mathias Beche;
46;0;3;2:10.141;2;;38.013;2;57.758;0;34.370;0;193.7;37:32.110;16:27;0:38.013;0:57.758;0:34.370;262.1;Mathias Beche;
46;0;4;2:10.238;0;;38.219;0;57.553;2;34.466;0;193.6;39:42.348;16:29;0:38.219;0:57.553;0:34.466;264.1;Mathias Beche;
46;0;5;2:10.353;0;;38.144;0;57.799;0;34.410;0;193.4;41:52.701;16:31;0:38.144;0:57.799;0:34.410;264.1;Mathias Beche;
46;0;6;2:19.974;0;;40.845;0;1:03.755;0;35.374;0;180.1;44:12.675;16:34;0:40.845;1:03.755;0:35.374;231.8;Mathias Beche;
46;0;7;3:38.870;0;B;51.919;0;1:40.741;0;1:06.210;0;115.2;47:51.545;16:37;0:51.919;1:40.741;1:06.210;155.4;Mathias Beche;
50;2;1;4:00.666;0;;2:07.738;0;1:13.656;0;39.272;0;104.8;4:00.666;15:54;2:07.738;1:13.656;0:39.272;188.8;Gabriele Gardel;
50;2;2;2:29.134;0;;42.727;0;1:07.018;0;39.389;0;169.1;6:29.800;15:56;0:42.727;1:07.018;0:39.389;250.0;Gabriele Gardel;
50;2;3;2:26.660;0;;42.086;0;1:06.564;0;38.010;0;171.9;8:56.460;15:58;0:42.086;1:06.564;0:38.010;241.1;Gabriele Gardel;
50;2;4;2:24.773;2;;41.564;2;1:05.872;2;37.337;2;174.2;11:21.233;16:01;0:41.564;1:05.872;0:37.337;255.9;Gabriele Gardel;
50;2;5;2:49.931;0;;45.701;0;1:20.386;0;43.844;0;148.4;14:11.164;16:04;0:45.701;1:20.386;0:43.844;226.9;Gabriele Gardel;
50;2;6;2:38.157;0;B;42.281;0;1:07.062;0;48.814;0;159.4;16:49.321;16:06;0:42.281;1:07.062;0:48.814;251.2;Gabriele Gardel;
51;0;1;5:51.483;0;;4:06.618;0;1:06.991;0;37.874;0;71.7;5:51.483;15:55;4:06.618;1:06.991;0:37.874;212.6;Giancarlo Fisichella;
51;0;2;2:21.945;0;;41.047;0;1:03.984;0;36.914;2;177.6;8:13.428;15:58;0:41.047;1:03.984;0:36.914;248.3;Giancarlo Fisichella;
51;0;3;2:21.086;2;;40.645;0;1:03.430;2;37.011;0;178.7;10:34.514;16:00;0:40.645;1:03.430;0:37.011;250.0;Giancarlo Fisichella;
51;0;4;2:21.196;0;;40.605;1;1:03.546;0;37.045;0;178.6;12:55.710;16:02;0:40.605;1:03.546;0:37.045;250.0;Giancarlo Fisichella;
51;0;5;2:32.889;0;B;40.416;2;1:06.123;0;46.350;0;164.9;15:28.599;16:05;0:40.416;1:06.123;0:46.350;252.3;Giancarlo Fisichella;
55;0;1;15:27.727;0;;13:37.785;0;1:11.467;0;38.475;0;27.2;15:27.727;16:05;13:37.785;1:11.467;0:38.475;208.5;Augusto Farfus;
55;0;2;2:21.460;2;;40.757;0;1:03.852;0;36.851;2;178.2;17:49.187;16:07;0:40.757;1:03.852;0:36.851;251.7;Augusto Farfus;
55;0;3;2:21.596;0;;40.607;2;1:03.613;2;37.376;0;178.1;20:10.783;16:10;0:40.607;1:03.613;0:37.376;253.5;Augusto Farfus;
56;0;1;15:36.646;0;;13:45.514;0;1:13.403;0;37.729;0;26.9;15:36.646;16:05;13:45.514;1:13.403;0:37.729;210.9;Andy Priaulx;
56;0;2;2:22.219;2;;40.961;0;1:04.327;0;36.931;2;177.3;17:58.865;16:07;0:40.961;1:04.327;0:36.931;249.4;Andy Priaulx;
56;0;3;2:26.681;0;;40.455;2;1:03.932;2;42.294;0;171.9;20:25.546;16:10;0:40.455;1:03.932;0:42.294;253.5;Andy Priaulx;
57;0;1;5:14.894;0;;3:25.369;0;1:10.060;0;39.465;0;80.1;5:14.894;15:55;3:25.369;1:10.060;0:39.465;206.5;Tracy Krohn;
57;0;2;2:30.665;0;;43.450;0;1:07.767;0;39.448;0;167.4;7:45.559;15:57;0:43.450;1:07.767;0:39.448;234.8;Tracy Krohn;
57;0;3;3:11.090;0;;42.953;0;1:09.380;0;1:18.757;0;131.9;10:56.649;16:00;0:42.953;1:09.380;1:18.757;243.2;Tracy Krohn;
57;0;4;2:33.197;0;;44.122;0;1:10.122;0;38.953;0;164.6;13:29.846;16:03;0:44.122;1:10.122;0:38.953;224.5;Tracy Krohn;
57;0;5;2:29.477;0;;43.044;0;1:07.543;0;38.890;0;168.7;15:59.323;16:05;0:43.044;1:07.543;0:38.890;244.9;Tracy Krohn;
57;0;6;2:28.897;0;;42.901;0;1:07.163;2;38.833;0;169.3;18:28.220;16:08;0:42.901;1:07.163;0:38.833;243.8;Tracy Krohn;
57;0;7;2:28.677;2;;42.557;2;1:07.337;0;38.783;2;169.6;20:56.897;16:10;0:42.557;1:07.337;0:38.783;244.9;Tracy Krohn;
58;0;1;5:06.338;0;;3:17.180;0;1:08.647;0;40.511;0;82.3;5:06.338;15:55;3:17.180;1:08.647;0:40.511;202.6;Anthony Beltoise;
58;0;2;2:24.106;0;;41.707;0;1:04.718;0;37.681;0;175.0;7:30.444;15:57;0:41.707;1:04.718;0:37.681;247.7;Anthony Beltoise;
58;0;3;2:23.063;2;;41.336;2;1:04.442;2;37.285;2;176.2;9:53.507;15:59;0:41.336;1:04.442;0:37.285;247.1;Anthony Beltoise;
58;0;4;2:23.399;0;;41.417;0;1:04.532;0;37.450;0;175.8;12:16.906;16:02;0:41.417;1:04.532;0:37.450;247.1;Anthony Beltoise;
58;0;5;2:36.017;0;B;41.587;0;1:04.853;0;49.577;0;161.6;14:52.923;16:04;0:41.587;1:04.853;0:49.577;246.6;Anthony Beltoise;
58;0;6;4:23.773;0;B;2:27.670;0;1:08.066;0;48.037;0;95.6;19:16.696;16:09;2:27.670;1:08.066;0:48.037;223.1;Anthony Beltoise;
59;1;1;9:02.916;0;;7:10.441;0;1:14.939;0;37.536;2;46.4;9:02.916;15:59;7:10.441;1:14.939;0:37.536;116.3;Frederic Makowiecki;
59;1;2;2:27.098;2;;41.158;1;1:08.232;1;37.708;1;171.4;11:30.014;16:01;0:41.158;1:08.232;0:37.708;252.3;Frederic Makowiecki;
59;1;3;2:35.038;0;B;40.697;0;1:07.565;0;46.776;0;162.6;14:05.052;16:04;0:40.697;1:07.565;0:46.776;254.7;Frederic Makowiecki;
59;1;4;6:17.693;0;;4:31.570;0;1:07.407;0;38.716;0;66.8;20:22.745;16:10;4:31.570;1:07.407;0:38.716;241.6;Frederic Makowiecki;
60;0;1;8:05.337;0;;6:18.008;0;1:09.159;0;38.170;0;52.0;8:05.337;15:58;6:18.008;1:09.159;0:38.170;210.1;Fabien Giroix;
60;0;2;2:25.265;0;;41.955;0;1:05.644;0;37.666;0;173.6;10:30.602;16:00;0:41.955;1:05.644;0:37.666;243.8;Fabien Giroix;
60;0;3;2:24.149;0;;41.566;0;1:05.033;0;37.550;0;174.9;12:54.751;16:02;0:41.566;1:05.033;0:37.550;244.9;Fabien Giroix;
60;0;4;2:24.144;0;;41.500;0;1:04.883;0;37.761;0;174.9;15:18.895;16:05;0:41.500;1:04.883;0:37.761;232.3;Fabien Giroix;
60;0;5;2:23.736;0;;41.467;0;1:04.748;2;37.521;0;175.4;17:42.631;16:07;0:41.467;1:04.748;0:37.521;247.1;Fabien Giroix;
60;0;6;2:23.727;2;;41.443;2;1:04.765;0;37.519;2;175.4;20:06.358;16:10;0:41.443;1:04.765;0:37.519;247.1;Fabien Giroix;
61;1;1;6:03.638;0;;4:16.965;0;1:07.961;0;38.712;0;69.3;6:03.638;15:56;4:16.965;1:07.961;0:38.712;217.7;Marco Cioci;
61;1;2;2:24.393;0;;41.531;0;1:05.326;0;37.536;0;174.6;8:28.031;15:58;0:41.531;1:05.326;0:37.536;248.8;Marco Cioci;
61;1;3;2:23.658;0;;41.226;0;1:05.158;0;37.274;2;175.5;10:51.689;16:00;0:41.226;1:05.158;0:37.274;250.0;Marco Cioci;
61;1;4;2:23.436;0;;41.086;0;1:04.942;0;37.408;0;175.8;13:15.125;16:03;0:41.086;1:04.942;0:37.408;250.6;Marco Cioci;
61;1;5;2:23.269;2;;40.883;2;1:04.866;2;37.520;0;176.0;15:38.394;16:05;0:40.883;1:04.866;0:37.520;253.5;Marco Cioci;
61;1;6;2:33.123;0;;44.547;0;1:08.265;0;40.311;0;164.7;18:11.517;16:08;0:44.547;1:08.265;0:40.311;229.8;Marco Cioci;
61;1;7;2:37.397;0;B;41.212;0;1:06.630;0;49.555;0;160.2;20:48.914;16:10;0:41.212;1:06.630;0:49.555;250.6;Marco Cioci;
62;0;1;4:36.972;0;;2:46.508;0;1:11.631;0;38.833;0;91.0;4:36.972;15:54;2:46.508;1:11.631;0:38.833;182.1;Pierre Ehret;
62;0;2;2:26.558;0;;41.788;0;1:06.104;0;38.666;0;172.0;7:03.530;15:57;0:41.788;1:06.104;0:38.666;247.7;Pierre Ehret;
62;0;3;2:32.681;0;;41.596;0;1:08.811;0;42.274;0;165.1;9:36.211;15:59;0:41.596;1:08.811;0:42.274;249.4;Pierre Ehret;
62;0;4;2:25.931;0;;41.528;2;1:06.310;0;38.093;0;172.8;12:02.142;16:02;0:41.528;1:06.310;0:38.093;248.3;Pierre Ehret;
62;0;5;2:25.617;2;;41.772;0;1:05.955;2;37.890;2;173.2;14:27.759;16:04;0:41.772;1:05.955;0:37.890;248.8;Pierre Ehret;
62;0;6;2:41.469;0;B;42.190;0;1:07.787;0;51.492;0;156.2;17:09.228;16:07;0:42.190;1:07.787;0:51.492;245.5;Pierre Ehret;
63;0;1;6:51.477;0;;5:04.832;0;1:07.856;0;38.789;0;61.3;6:51.477;15:56;5:04.832;1:07.856;0:38.789;232.8;Christian Ried;
63;0;2;2:28.424;0;;41.660;0;1:08.447;0;38.317;0;169.9;9:19.901;15:59;0:41.660;1:08.447;0:38.317;251.2;Christian Ried;
63;0;3;2:26.926;0;;41.470;0;1:07.564;0;37.892;2;171.6;11:46.827;16:01;0:41.470;1:07.564;0:37.892;250.0;Christian Ried;
63;0;4;2:26.797;2;;41.194;2;1:07.456;2;38.147;0;171.8;14:13.624;16:04;0:41.194;1:07.456;0:38.147;251.7;Christian Ried;
63;0;5;2:44.980;0;B;42.709;0;1:11.883;0;50.388;0;152.8;16:58.604;16:06;0:42.709;1:11.883;0:50.388;242.7;Christian Ried;
64;0;1;7:01.288;0;B;2:59.259;0;2:13.692;2;1:48.337;2;59.9;7:01.288;15:57;2:59.259;2:13.692;1:48.337;77.5;Martin Rich;
65;1;1;6:28.875;0;;4:36.387;0;1:11.864;0;40.624;0;64.8;6:28.875;15:56;4:36.387;1:11.864;0:40.624;194.6;James Rossiter;
65;1;2;2:26.585;0;;42.697;0;1:06.022;0;37.866;2;172.0;8:55.460;15:58;0:42.697;1:06.022;0:37.866;243.8;James Rossiter;
65;1;3;2:25.124;2;;42.027;0;1:05.129;2;37.968;0;173.7;11:20.584;16:01;0:42.027;1:05.129;0:37.968;245.5;James Rossiter;
65;1;4;2:33.708;0;;41.927;2;1:07.842;0;43.939;0;164.0;13:54.292;16:03;0:41.927;1:07.842;0:43.939;244.9;James Rossiter;
65;1;5;2:42.751;0;B;42.302;0;1:11.754;0;48.695;0;154.9;16:37.043;16:06;0:42.302;1:11.754;0:48.695;243.8;James Rossiter;
66;0;1;11:17.888;0;;9:35.049;0;1:05.940;0;36.899;0;37.2;11:17.888;16:01;9:35.049;1:05.940;0:36.899;227.8;Rob Bell;
66;0;2;2:21.484;0;;40.696;0;1:03.908;0;36.880;0;178.2;13:39.372;16:03;0:40.696;1:03.908;0:36.880;247.7;Rob Bell;
66;0;3;2:20.915;2;;40.634;2;1:03.509;2;36.772;2;178.9;16:00.287;16:06;0:40.634;1:03.509;0:36.772;251.7;Rob Bell;
66;0;4;3:11.871;0;B;43.992;0;1:27.486;0;1:00.393;0;131.4;19:12.158;16:09;0:43.992;1:27.486;1:00.393;173.4;Rob Bell;
