NUMBER;DRIVER_NUMBER;LAP_NUMBER;LAP_TIME;LAP_IMPROVEMENT;CROSSING_FINISH_LINE_IN_PIT;S1;S1_IMPROVEMENT;S2;S2_IMPROVEMENT;S3;S3_IMPROVEMENT;KPH;ELAPSED;HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS
48;1;75;2:53.363;0;;1:07.705;0;40.817;0;1:04.841;0;120.3;2:50:15.098;18:49:46.362;1:07.705;0:40.817;1:04.841;78;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;SC;67.705;40.817;64.841
48;1;76;2:49.708;0;;1:03.526;0;51.810;0;54.372;0;122.9;2:53:04.806;18:52:36.070;1:03.526;0:51.810;0:54.372;115;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;63.526;51.810;54.372
48;1;77;1:50.805;0;;34.732;0;38.563;0;37.510;0;188.2;2:54:55.611;18:54:26.875;0:34.732;0:38.563;0:37.510;267;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.732;38.563;37.510
48;1;78;1:55.041;0;;36.329;0;39.740;0;38.972;0;181.3;2:56:50.652;18:56:21.916;0:36.329;0:39.740;0:38.972;269;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;36.329;39.740;38.972
48;1;79;4:13.806;0;;1:30.140;0;1:27.789;0;1:15.877;0;82.2;3:01:04.458;19:00:35.722;1:30.140;1:27.789;1:15.877;53;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;90.140;87.789;75.877
50;3;1;2:32.756;1;;42.570;1;39.237;1;1:10.949;1;136.5;2:32.756;16:02:04.020;0:42.570;0:39.237;1:10.949;188;Gelael;;GT3;;AF Corse;Ferrari;SC;42.570;39.237;70.949
50;3;2;4:24.034;0;;1:47.274;0;1:20.884;0;1:15.876;0;79.0;6:56.790;16:06:28.054;1:47.274;1:20.884;1:15.876;33;Gelael;;GT3;;AF Corse;Ferrari;SC;107.274;80.884;75.876
50;3;3;3:25.113;0;;1:24.062;0;1:01.857;0;59.194;1;101.7;10:21.903;16:09:53.167;1:24.062;1:01.857;0:59.194;68;Gelael;;GT3;;AF Corse;Ferrari;SC;84.062;61.857;59.194
50;3;4;2:56.174;0;;1:06.894;0;53.446;0;55.834;1;118.4;13:18.077;16:12:49.341;1:06.894;0:53.446;0:55.834;;Gelael;;GT3;;AF Corse;Ferrari;SC;66.894;53.446;55.834
50;3;5;3:08.529;0;;1:51.758;0;38.432;1;38.339;1;110.6;16:26.606;16:15:57.870;1:51.758;0:38.432;0:38.339;201;Gelael;;GT3;;AF Corse;Ferrari;SC;111.758;38.432;38.339
50;3;6;2:22.145;1;;42.133;1;53.523;0;46.489;0;146.7;18:48.751;16:18:20.015;0:42.133;0:53.523;0:46.489;152;Gelael;;GT3;;AF Corse;Ferrari;GF;42.133;53.523;46.489
50;3;7;1:53.148;1;;35.513;1;38.432;0;39.203;0;184.3;20:41.899;16:20:13.163;0:35.513;0:38.432;0:39.203;257;Gelael;;GT3;;AF Corse;Ferrari;GF;35.513;38.432;39.203
50;3;8;1:52.595;1;;36.335;0;37.400;1;38.860;0;185.2;22:34.494;16:22:05.758;0:36.335;0:37.400;0:38.860;255;Gelael;;GT3;;AF Corse;Ferrari;GF;36.335;37.400;38.860
50;3;9;1:49.030;1;;34.724;1;37.310;1;36.996;1;191.3;24:23.524;16:23:54.788;0:34.724;0:37.310;0:36.996;268;Gelael;;GT3;;AF Corse;Ferrari;GF;34.724;37.310;36.996
50;3;10;1:47.711;1;;34.307;1;36.642;1;36.762;1;193.6;26:11.235;16:25:42.499;0:34.307;0:36.642;0:36.762;269;Gelael;;GT3;;AF Corse;Ferrari;GF;34.307;36.642;36.762
50;3;11;1:49.077;0;;35.788;0;36.648;0;36.641;1;191.2;28:00.312;16:27:31.576;0:35.788;0:36.648;0:36.641;272;Gelael;;GT3;;AF Corse;Ferrari;GF;35.788;36.648;36.641
50;3;12;1:48.124;0;;34.289;1;36.768;0;37.067;0;192.9;29:48.436;16:29:19.700;0:34.289;0:36.768;0:37.067;269;Gelael;;GT3;;AF Corse;Ferrari;GF;34.289;36.768;37.067
50;3;13;1:50.352;0;;34.720;0;38.160;0;37.472;0;189.0;31:38.788;16:31:10.052;0:34.720;0:38.160;0:37.472;274;Gelael;;GT3;;AF Corse;Ferrari;GF;34.720;38.160;37.472
50;3;14;1:48.499;0;;34.493;0;36.917;0;37.089;0;192.2;33:27.287;16:32:58.551;0:34.493;0:36.917;0:37.089;272;Gelael;;GT3;;AF Corse;Ferrari;GF;34.493;36.917;37.089
50;3;15;1:50.642;0;;35.080;0;38.623;0;36.939;0;188.5;35:17.929;16:34:49.193;0:35.080;0:38.623;0:36.939;271;Gelael;;GT3;;AF Corse;Ferrari;GF;35.080;38.623;36.939
50;3;16;1:48.378;0;;34.321;0;37.353;0;36.704;0;192.4;37:06.307;16:36:37.571;0:34.321;0:37.353;0:36.704;269;Gelael;;GT3;;AF Corse;Ferrari;GF;34.321;37.353;36.704
50;3;17;1:48.235;0;;34.179;1;37.076;0;36.980;0;192.7;38:54.542;16:38:25.806;0:34.179;0:37.076;0:36.980;270;Gelael;;GT3;;AF Corse;Ferrari;GF;34.179;37.076;36.980
50;3;18;1:48.554;0;;34.522;0;37.130;0;36.902;0;192.1;40:43.096;16:40:14.360;0:34.522;0:37.130;0:36.902;265;Gelael;;GT3;;AF Corse;Ferrari;GF;34.522;37.130;36.902
50;3;19;1:48.151;0;;34.305;0;36.986;0;36.860;0;192.8;42:31.247;16:42:02.511;0:34.305;0:36.986;0:36.860;269;Gelael;;GT3;;AF Corse;Ferrari;GF;34.305;36.986;36.860
50;3;20;1:49.879;0;;34.559;0;37.136;0;38.184;0;189.8;44:21.126;16:43:52.390;0:34.559;0:37.136;0:38.184;260;Gelael;;GT3;;AF Corse;Ferrari;GF;34.559;37.136;38.184
50;3;21;1:48.571;0;;35.145;0;36.930;0;36.496;1;192.1;46:09.697;16:45:40.961;0:35.145;0:36.930;0:36.496;271;Gelael;;GT3;;AF Corse;Ferrari;GF;35.145;36.930;36.496
50;3;22;1:47.523;1;;34.342;0;36.585;1;36.596;0;194.0;47:57.220;16:47:28.484;0:34.342;0:36.585;0:36.596;267;Gelael;;GT3;;AF Corse;Ferrari;GF;34.342;36.585;36.596
50;3;23;1:47.752;0;;34.274;0;36.663;0;36.815;0;193.5;49:44.972;16:49:16.236;0:34.274;0:36.663;0:36.815;268;Gelael;;GT3;;AF Corse;Ferrari;GF;34.274;36.663;36.815
50;3;24;4:00.902;0;;1:04.086;0;1:21.709;0;1:35.107;0;86.6;53:45.874;16:53:17.138;1:04.086;1:21.709;1:35.107;;Gelael;;GT3;;AF Corse;Ferrari;FCY;64.086;81.709;95.107
50;3;25;4:33.711;0;;1:39.626;0;1:21.783;0;1:32.302;0;76.2;58:19.585;16:57:50.849;1:39.626;1:21.783;1:32.302;78;Gelael;;GT3;;AF Corse;Ferrari;FCY;99.626;81.783;92.302
50;3;26;4:20.365;0;;1:26.257;0;1:21.782;0;1:32.326;0;80.1;1:02:39.950;17:02:11.214;1:26.257;1:21.782;1:32.326;78;Gelael;;GT3;;AF Corse;Ferrari;GF;86.257;81.782;92.326
50;3;27;3:14.438;0;B;1:26.491;0;52.982;0;54.965;0;107.3;1:05:54.388;17:05:25.652;1:26.491;0:52.982;0:54.965;78;Gelael;;GT3;;AF Corse;Ferrari;SC;86.491;52.982;54.965
50;3;28;2:47.415;0;;1:05.388;0;53.752;0;48.275;0;124.6;1:08:41.803;17:08:13.067;1:05.388;0:53.752;0:48.275;104;Gelael;;GT3;;AF Corse;Ferrari;GF;65.388;53.752;48.275
50;3;29;1:49.834;0;;35.397;0;37.196;0;37.241;0;189.9;1:10:31.637;17:10:02.901;0:35.397;0:37.196;0:37.241;269;Gelael;;GT3;;AF Corse;Ferrari;GF;35.397;37.196;37.241
50;3;30;1:48.836;0;;34.469;0;37.365;0;37.002;0;191.6;1:12:20.473;17:11:51.737;0:34.469;0:37.365;0:37.002;269;Gelael;;GT3;;AF Corse;Ferrari;GF;34.469;37.365;37.002
50;3;31;1:48.479;0;;34.666;0;37.049;0;36.764;0;192.2;1:14:08.952;17:13:40.216;0:34.666;0:37.049;0:36.764;269;Gelael;;GT3;;AF Corse;Ferrari;GF;34.666;37.049;36.764
50;3;32;1:48.199;0;;34.439;0;36.958;0;36.802;0;192.7;1:15:57.151;17:15:28.415;0:34.439;0:36.958;0:36.802;268;Gelael;;GT3;;AF Corse;Ferrari;GF;34.439;36.958;36.802
50;3;33;1:48.028;0;;34.459;0;36.816;0;36.753;0;193.0;1:17:45.179;17:17:16.443;0:34.459;0:36.816;0:36.753;269;Gelael;;GT3;;AF Corse;Ferrari;GF;34.459;36.816;36.753
50;3;34;1:58.429;0;;34.334;0;36.858;0;47.237;0;176.1;1:19:43.608;17:19:14.872;0:34.334;0:36.858;0:47.237;269;Gelael;;GT3;;AF Corse;Ferrari;FCY;34.334;36.858;47.237
50;3;35;2:28.000;0;;1:07.294;0;37.122;0;43.584;0;140.9;1:22:11.608;17:21:42.872;1:07.294;0:37.122;0:43.584;;Gelael;;GT3;;AF Corse;Ferrari;GF;67.294;37.122;43.584
50;1;36;3:04.473;0;;1:50.876;0;36.853;0;36.744;0;113.1;1:25:16.081;17:24:47.345;1:50.876;0:36.853;0:36.744;199;Wadoux;;GT3;;AF Corse;Ferrari;GF;110.876;36.853;36.744
50;1;37;1:47.624;0;;34.409;0;36.620;0;36.595;0;193.8;1:27:03.705;17:26:34.969;0:34.409;0:36.620;0:36.595;267;Wadoux;;GT3;;AF Corse;Ferrari;GF;34.409;36.620;36.595
50;1;38;1:47.357;1;;34.355;0;36.497;1;36.505;0;194.3;1:28:51.062;17:28:22.326;0:34.355;0:36.497;0:36.505;267;Wadoux;;GT3;;AF Corse;Ferrari;GF;34.355;36.497;36.505
50;1;39;1:47.826;0;;34.405;0;36.697;0;36.724;0;193.4;1:30:38.888;17:30:10.152;0:34.405;0:36.697;0:36.724;269;Wadoux;;GT3;;AF Corse;Ferrari;GF;34.405;36.697;36.724
50;1;40;1:47.500;0;;34.293;0;36.607;0;36.600;0;194.0;1:32:26.388;17:31:57.652;0:34.293;0:36.607;0:36.600;268;Wadoux;;GT3;;AF Corse;Ferrari;GF;34.293;36.607;36.600
50;1;41;1:47.673;0;;34.317;0;36.697;0;36.659;0;193.7;1:34:14.061;17:33:45.325;0:34.317;0:36.697;0:36.659;262;Wadoux;;GT3;;AF Corse;Ferrari;GF;34.317;36.697;36.659
50;1;42;2:39.091;0;;34.420;0;37.169;0;1:27.502;0;131.1;1:36:53.152;17:36:24.416;0:34.420;0:37.169;1:27.502;262;Wadoux;;GT3;;AF Corse;Ferrari;FCY;34.420;37.169;87.502
50;1;43;4:20.335;0;;1:26.088;0;1:21.816;0;1:32.431;0;80.1;1:41:13.487;17:40:44.751;1:26.088;1:21.816;1:32.431;78;Wadoux;;GT3;;AF Corse;Ferrari;FCY;86.088;81.816;92.431
50;1;44;4:21.403;0;;1:26.984;0;1:21.939;0;1:32.480;0;79.8;1:45:34.890;17:45:06.154;1:26.984;1:21.939;1:32.480;78;Wadoux;;GT3;;AF Corse;Ferrari;GF;86.984;81.939;92.480
50;1;45;2:21.142;0;;1:01.506;0;39.749;0;39.887;0;147.8;1:47:56.032;17:47:27.296;1:01.506;0:39.749;0:39.887;85;Wadoux;;GT3;;AF Corse;Ferrari;SC;61.506;39.749;39.887
50;1;46;2:10.758;0;;36.635;0;37.845;0;56.278;0;159.5;1:50:06.790;17:49:38.054;0:36.635;0:37.845;0:56.278;189;Wadoux;;GT3;;AF Corse;Ferrari;SC;36.635;37.845;56.278
50;1;47;2:43.704;0;;1:06.317;0;53.888;0;43.499;0;127.4;1:52:50.494;17:52:21.758;1:06.317;0:53.888;0:43.499;71;Wadoux;;GT3;;AF Corse;Ferrari;GF;66.317;53.888;43.499
50;1;48;1:51.767;0;;35.261;0;38.253;0;38.253;0;186.6;1:54:42.261;17:54:13.525;0:35.261;0:38.253;0:38.253;244;Wadoux;;GT3;;AF Corse;Ferrari;GF;35.261;38.253;38.253
50;1;49;1:49.770;0;;35.216;0;37.806;0;36.748;0;190.0;1:56:32.031;17:56:03.295;0:35.216;0:37.806;0:36.748;248;Wadoux;;GT3;;AF Corse;Ferrari;GF;35.216;37.806;36.748
50;1;50;1:47.407;0;;34.274;0;36.475;1;36.658;0;194.2;1:58:19.438;17:57:50.702;0:34.274;0:36.475;0:36.658;273;Wadoux;;GT3;;AF Corse;Ferrari;GF;34.274;36.475;36.658
50;1;51;1:49.449;0;;34.558;0;36.647;0;38.244;0;190.5;2:00:08.887;17:59:40.151;0:34.558;0:36.647;0:38.244;267;Wadoux;;GT3;;AF Corse;Ferrari;GF;34.558;36.647;38.244
50;1;52;1:49.422;0;;35.231;0;36.952;0;37.239;0;190.6;2:01:58.309;18:01:29.573;0:35.231;0:36.952;0:37.239;242;Wadoux;;GT3;;AF Corse;Ferrari;GF;35.231;36.952;37.239
50;1;53;1:46.942;1;;33.984;1;36.367;1;36.591;0;195.0;2:03:45.251;18:03:16.515;0:33.984;0:36.367;0:36.591;270;Wadoux;;GT3;;AF Corse;Ferrari;GF;33.984;36.367;36.591
50;1;54;1:47.929;0;;34.410;0;36.736;0;36.783;0;193.2;2:05:33.180;18:05:04.444;0:34.410;0:36.736;0:36.783;262;Wadoux;;GT3;;AF Corse;Ferrari;GF;34.410;36.736;36.783
50;1;55;1:49.469;0;B;34.517;0;37.343;0;37.609;0;190.5;2:07:22.649;18:06:53.913;0:34.517;0:37.343;0:37.609;266;Wadoux;;GT3;;AF Corse;Ferrari;GF;34.517;37.343;37.609
50;1;56;1:57.216;0;;35.024;0;37.254;0;44.938;0;177.9;2:09:19.865;18:08:51.129;0:35.024;0:37.254;0:44.938;;Wadoux;;GT3;;AF Corse;Ferrari;GF;35.024;37.254;44.938
50;2;57;3:04.433;0;;1:49.616;0;37.829;0;36.988;0;113.1;2:12:24.298;18:11:55.562;1:49.616;0:37.829;0:36.988;202;Leclerc;;GT3;;AF Corse;Ferrari;GF;109.616;37.829;36.988
50;2;58;1:48.231;0;;34.880;0;36.759;0;36.592;0;192.7;2:14:12.529;18:13:43.793;0:34.880;0:36.759;0:36.592;258;Leclerc;;GT3;;AF Corse;Ferrari;GF;34.880;36.759;36.592
50;2;59;1:48.645;0;;34.370;0;37.364;0;36.911;0;192.0;2:16:01.174;18:15:32.438;0:34.370;0:37.364;0:36.911;271;Leclerc;;GT3;;AF Corse;Ferrari;GF;34.370;37.364;36.911
50;2;60;1:47.490;0;;34.195;0;36.731;0;36.564;0;194.0;2:17:48.664;18:17:19.928;0:34.195;0:36.731;0:36.564;271;Leclerc;;GT3;;AF Corse;Ferrari;GF;34.195;36.731;36.564
50;2;61;1:48.054;0;;34.198;0;37.049;0;36.807;0;193.0;2:19:36.718;18:19:07.982;0:34.198;0:37.049;0:36.807;272;Leclerc;;GT3;;AF Corse;Ferrari;GF;34.198;37.049;36.807
50;2;62;1:47.942;0;;34.289;0;36.990;0;36.663;0;193.2;2:21:24.660;18:20:55.924;0:34.289;0:36.990;0:36.663;271;Leclerc;;GT3;;AF Corse;Ferrari;GF;34.289;36.990;36.663
50;2;63;1:47.550;0;;34.261;0;36.589;0;36.700;0;193.9;2:23:12.210;18:22:43.474;0:34.261;0:36.589;0:36.700;272;Leclerc;;GT3;;AF Corse;Ferrari;GF;34.261;36.589;36.700
50;2;64;1:47.583;0;;34.193;0;36.744;0;36.646;0;193.8;2:24:59.793;18:24:31.057;0:34.193;0:36.744;0:36.646;271;Leclerc;;GT3;;AF Corse;Ferrari;GF;34.193;36.744;36.646
50;2;65;1:48.092;0;;34.245;0;37.039;0;36.808;0;192.9;2:26:47.885;18:26:19.149;0:34.245;0:37.039;0:36.808;272;Leclerc;;GT3;;AF Corse;Ferrari;GF;34.245;37.039;36.808
50;2;66;1:47.146;0;;34.106;0;36.713;0;36.327;1;194.6;2:28:35.031;18:28:06.295;0:34.106;0:36.713;0:36.327;272;Leclerc;;GT3;;AF Corse;Ferrari;GF;34.106;36.713;36.327
50;2;67;1:48.004;0;;34.241;0;37.331;0;36.432;0;193.1;2:30:23.035;18:29:54.299;0:34.241;0:37.331;0:36.432;273;Leclerc;;GT3;;AF Corse;Ferrari;GF;34.241;37.331;36.432
50;2;68;1:47.767;0;;34.014;0;37.044;0;36.709;0;193.5;2:32:10.802;18:31:42.066;0:34.014;0:37.044;0:36.709;272;Leclerc;;GT3;;AF Corse;Ferrari;GF;34.014;37.044;36.709
50;2;69;1:47.378;0;;34.148;0;36.842;0;36.388;0;194.2;2:33:58.180;18:33:29.444;0:34.148;0:36.842;0:36.388;272;Leclerc;;GT3;;AF Corse;Ferrari;GF;34.148;36.842;36.388
50;2;70;1:47.235;0;;34.291;0;36.484;0;36.460;0;194.5;2:35:45.415;18:35:16.679;0:34.291;0:36.484;0:36.460;270;Leclerc;;GT3;;AF Corse;Ferrari;GF;34.291;36.484;36.460
50;2;71;1:49.597;0;;34.116;0;36.825;0;38.656;0;190.3;2:37:35.012;18:37:06.276;0:34.116;0:36.825;0:38.656;270;Leclerc;;GT3;;AF Corse;Ferrari;GF;34.116;36.825;38.656
50;2;72;3:22.576;0;;34.252;0;1:15.749;0;1:32.575;0;102.9;2:40:57.588;18:40:28.852;0:34.252;1:15.749;1:32.575;269;Leclerc;;GT3;;AF Corse;Ferrari;FCY;34.252;75.749;92.575
50;2;73;4:22.189;0;;1:27.347;0;1:22.098;0;1:32.744;0;79.5;2:45:19.777;18:44:51.041;1:27.347;1:22.098;1:32.744;78;Leclerc;;GT3;;AF Corse;Ferrari;FCY;87.347;82.098;92.744
50;2;74;3:39.472;0;;1:27.427;0;1:22.246;0;49.799;0;95.0;2:48:59.249;18:48:30.513;1:27.427;1:22.246;0:49.799;78;Leclerc;;GT3;;AF Corse;Ferrari;SC;87.427;82.246;49.799
50;2;75;1:57.264;0;;37.757;0;39.488;0;40.019;0;177.8;2:50:56.513;18:50:27.777;0:37.757;0:39.488;0:40.019;242;Leclerc;;GT3;;AF Corse;Ferrari;SC;37.757;39.488;40.019
50;2;76;2:15.756;0;;41.816;0;49.254;0;44.686;0;153.6;2:53:12.269;18:52:43.533;0:41.816;0:49.254;0:44.686;254;Leclerc;;GT3;;AF Corse;Ferrari;GF;41.816;49.254;44.686
50;2;77;1:50.426;0;;35.416;0;38.014;0;36.996;0;188.9;2:55:02.695;18:54:33.959;0:35.416;0:38.014;0:36.996;270;Leclerc;;GT3;;AF Corse;Ferrari;GF;35.416;38.014;36.996
50;2;78;2:02.144;0;;35.435;0;44.731;0;41.978;0;170.7;2:57:04.839;18:56:36.103;0:35.435;0:44.731;0:41.978;271;Leclerc;;GT3;;AF Corse;Ferrari;GF;35.435;44.731;41.978
50;2;79;4:08.819;0;;1:29.583;0;1:27.267;0;1:11.969;0;83.8;3:01:13.658;19:00:44.922;1:29.583;1:27.267;1:11.969;59;Leclerc;;GT3;;AF Corse;Ferrari;GF;89.583;87.267;71.969
52;3;1;2:41.101;1;;44.475;1;41.482;1;1:15.144;1;129.5;2:41.101;16:02:12.365;0:44.475;0:41.482;1:15.144;191;Stadsbader;;GT3;;AF Corse;Ferrari;SC;44.475;41.482;75.144
52;3;2;4:25.512;0;;1:47.054;0;1:21.570;0;1:16.888;0;78.5;7:06.613;16:06:37.877;1:47.054;1:21.570;1:16.888;25;Stadsbader;;GT3;;AF Corse;Ferrari;SC;107.054;81.570;76.888
52;3;3;3:28.638;0;;1:21.194;0;1:03.349;0;1:04.095;1;100.0;10:35.251;16:10:06.515;1:21.194;1:03.349;1:04.095;;Stadsbader;;GT3;;AF Corse;Ferrari;SC;81.194;63.349;64.095
52;3;4;3:10.051;0;;1:55.134;0;37.308;1;37.609;1;109.7;13:45.302;16:13:16.566;1:55.134;0:37.308;0:37.609;195;Stadsbader;;GT3;;AF Corse;Ferrari;SC;115.134;37.308;37.609
52;3;5;2:24.591;1;;37.954;1;54.014;0;52.623;0;144.2;16:09.893;16:15:41.157;0:37.954;0:54.014;0:52.623;;Stadsbader;;GT3;;AF Corse;Ferrari;SC;37.954;54.014;52.623
52;3;6;2:39.847;0;;1:03.833;0;50.899;0;45.115;0;130.5;18:49.740;16:18:21.004;1:03.833;0:50.899;0:45.115;202;Stadsbader;;GT3;;AF Corse;Ferrari;GF;63.833;50.899;45.115
52;3;7;1:52.826;1;;35.678;1;38.027;0;39.121;0;184.8;20:42.566;16:20:13.830;0:35.678;0:38.027;0:39.121;239;Stadsbader;;GT3;;AF Corse;Ferrari;GF;35.678;38.027;39.121
52;3;8;1:58.102;0;;43.751;0;36.940;1;37.411;1;176.6;22:40.668;16:22:11.932;0:43.751;0:36.940;0:37.411;246;Stadsbader;;GT3;;AF Corse;Ferrari;GF;43.751;36.940;37.411
52;3;9;1:50.842;1;;37.143;0;36.730;1;36.969;1;188.1;24:31.510;16:24:02.774;0:37.143;0:36.730;0:36.969;263;Stadsbader;;GT3;;AF Corse;Ferrari;GF;37.143;36.730;36.969
52;3;10;1:48.756;1;;35.200;1;36.641;1;36.915;1;191.8;26:20.266;16:25:51.530;0:35.200;0:36.641;0:36.915;260;Stadsbader;;GT3;;AF Corse;Ferrari;GF;35.200;36.641;36.915
52;3;11;1:49.631;0;;34.752;1;36.873;0;38.006;0;190.2;28:09.897;16:27:41.161;0:34.752;0:36.873;0:38.006;269;Stadsbader;;GT3;;AF Corse;Ferrari;GF;34.752;36.873;38.006
52;3;12;1:57.547;0;;35.219;0;37.665;0;44.663;0;177.4;30:07.444;16:29:38.708;0:35.219;0:37.665;0:44.663;;Stadsbader;;GT3;;AF Corse;Ferrari;GF;35.219;37.665;44.663
54;2;1;3:12.691;1;;53.784;1;54.899;1;1:24.008;1;108.2;3:12.691;16:02:43.955;0:53.784;0:54.899;1:24.008;154;Whiteside;;GT3;;Dinamic GT;Porsche;SC;53.784;54.899;84.008
54;2;2;4:31.219;0;;1:53.150;0;1:18.255;0;1:19.814;1;76.9;7:43.910;16:07:15.174;1:53.150;1:18.255;1:19.814;68;Whiteside;;GT3;;Dinamic GT;Porsche;SC;113.150;78.255;79.814
54;2;3;3:13.086;0;;1:14.193;0;1:06.552;0;52.341;1;108.0;10:56.996;16:10:28.260;1:14.193;1:06.552;0:52.341;45;Whiteside;;GT3;;Dinamic GT;Porsche;SC;74.193;66.552;52.341
54;2;4;2:47.340;1;;1:01.676;0;52.524;1;53.140;0;124.6;13:44.336;16:13:15.600;1:01.676;0:52.524;0:53.140;;Whiteside;;GT3;;Dinamic GT;Porsche;SC;61.676;52.524;53.140
54;2;5;3:06.243;0;;1:51.054;0;37.833;1;37.356;1;112.0;16:50.579;16:16:21.843;1:51.054;0:37.833;0:37.356;204;Whiteside;;GT3;;Dinamic GT;Porsche;SC;111.054;37.833;37.356
54;2;6;2:01.172;1;;34.953;1;42.608;0;43.611;0;172.1;18:51.751;16:18:23.015;0:34.953;0:42.608;0:43.611;265;Whiteside;;GT3;;Dinamic GT;Porsche;GF;34.953;42.608;43.611
54;2;7;1:51.938;1;;35.564;0;37.587;1;38.787;0;186.3;20:43.689;16:20:14.953;0:35.564;0:37.587;0:38.787;232;Whiteside;;GT3;;Dinamic GT;Porsche;GF;35.564;37.587;38.787
54;2;8;1:55.279;0;;38.168;0;38.997;0;38.114;0;180.9;22:38.968;16:22:10.232;0:38.168;0:38.997;0:38.114;231;Whiteside;;GT3;;Dinamic GT;Porsche;GF;38.168;38.997;38.114
54;2;9;1:50.411;1;;34.937;1;37.291;1;38.183;0;188.9;24:29.379;16:24:00.643;0:34.937;0:37.291;0:38.183;270;Whiteside;;GT3;;Dinamic GT;Porsche;GF;34.937;37.291;38.183
54;2;10;1:48.477;1;;34.525;1;37.001;1;36.951;1;192.3;26:17.856;16:25:49.120;0:34.525;0:37.001;0:36.951;265;Whiteside;;GT3;;Dinamic GT;Porsche;GF;34.525;37.001;36.951
54;2;11;1:51.824;0;;35.322;0;38.170;0;38.332;0;186.5;28:09.680;16:27:40.944;0:35.322;0:38.170;0:38.332;268;Whiteside;;GT3;;Dinamic GT;Porsche;GF;35.322;38.170;38.332
54;2;12;1:50.155;0;;34.835;0;37.699;0;37.621;0;189.3;29:59.835;16:29:31.099;0:34.835;0:37.699;0:37.621;250;Whiteside;;GT3;;Dinamic GT;Porsche;GF;34.835;37.699;37.621
54;2;13;1:48.944;0;;34.499;1;36.992;1;37.453;0;191.4;31:48.779;16:31:20.043;0:34.499;0:36.992;0:37.453;267;Whiteside;;GT3;;Dinamic GT;Porsche;GF;34.499;36.992;37.453
54;2;14;1:48.625;0;;34.478;1;36.870;1;37.277;0;192.0;33:37.404;16:33:08.668;0:34.478;0:36.870;0:37.277;268;Whiteside;;GT3;;Dinamic GT;Porsche;GF;34.478;36.870;37.277
54;2;15;1:48.968;0;;34.529;0;37.001;0;37.438;0;191.4;35:26.372;16:34:57.636;0:34.529;0:37.001;0:37.438;267;Whiteside;;GT3;;Dinamic GT;Porsche;GF;34.529;37.001;37.438
54;2;16;1:47.869;1;;34.403;1;36.653;1;36.813;1;193.3;37:14.241;16:36:45.505;0:34.403;0:36.653;0:36.813;265;Whiteside;;GT3;;Dinamic GT;Porsche;GF;34.403;36.653;36.813
54;2;17;1:47.865;1;;34.451;0;36.584;1;36.830;0;193.3;39:02.106;16:38:33.370;0:34.451;0:36.584;0:36.830;266;Whiteside;;GT3;;Dinamic GT;Porsche;GF;34.451;36.584;36.830
54;2;18;1:47.511;1;;34.401;1;36.417;1;36.693;1;194.0;40:49.617;16:40:20.881;0:34.401;0:36.417;0:36.693;265;Whiteside;;GT3;;Dinamic GT;Porsche;GF;34.401;36.417;36.693
54;2;19;1:47.378;1;;34.243;1;36.382;1;36.753;0;194.2;42:36.995;16:42:08.259;0:34.243;0:36.382;0:36.753;267;Whiteside;;GT3;;Dinamic GT;Porsche;GF;34.243;36.382;36.753
54;2;20;1:47.658;0;;34.369;0;36.417;0;36.872;0;193.7;44:24.653;16:43:55.917;0:34.369;0:36.417;0:36.872;267;Whiteside;;GT3;;Dinamic GT;Porsche;GF;34.369;36.417;36.872
54;2;21;1:51.793;0;;36.696;0;38.101;0;36.996;0;186.5;46:16.446;16:45:47.710;0:36.696;0:38.101;0:36.996;269;Whiteside;;GT3;;Dinamic GT;Porsche;GF;36.696;38.101;36.996
54;2;22;1:48.377;0;;34.447;0;36.849;0;37.081;0;192.4;48:04.823;16:47:36.087;0:34.447;0:36.849;0:37.081;268;Whiteside;;GT3;;Dinamic GT;Porsche;GF;34.447;36.849;37.081
54;2;23;1:50.239;0;;34.833;0;36.710;0;38.696;0;189.2;49:55.062;16:49:26.326;0:34.833;0:36.710;0:38.696;258;Whiteside;;GT3;;Dinamic GT;Porsche;GF;34.833;36.710;38.696
54;2;24;4:20.698;0;;1:26.315;0;1:21.865;0;1:32.518;0;80.0;54:15.760;16:53:47.024;1:26.315;1:21.865;1:32.518;78;Whiteside;;GT3;;Dinamic GT;Porsche;FCY;86.315;81.865;92.518
54;2;25;4:21.193;0;;1:26.662;0;1:21.887;0;1:32.644;0;79.8;58:36.953;16:58:08.217;1:26.662;1:21.887;1:32.644;78;Whiteside;;GT3;;Dinamic GT;Porsche;FCY;86.662;81.887;92.644
