POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
11;56;4;55.032;+0.922;+0.009;155.6;5;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;765;212;5;89;7643;3;;11210;;;Jeff;Mosing;Bronze;Austin, TX;;;487;2;Bronze;;;Eric;Foss;Silver;Fort Worth, TX;;;488;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;77;9;55.059;+0.949;+0.027;155.5;11;Bryan Herta Autosport w/ Curb-Agajanian;TCR;;;Hyundai Veloster N TCR;M;954;255;22;76;7660;3;;11216;;;Taylor;Hagler;;San Antonio, TX;;;1921;1;;;;Michael;Lewis;Gold;Laguna Beach, CA;;;730;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;65;5;55.074;+0.964;+0.015;155.5;5;Murillo Racing;GS;;;Mercedes-AMG GT GT4;M;766;212;5;89;7643;3;;11209;;;Brent;Mosing;;Lafayette, LA;;;492;2;;;;Tim;Probert;;Houston, TX;;;491;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;57;5;55.123;+1.013;+0.049;155.3;5;Winward Racing;GS;;;Mercedes-AMG GT GT4;M;794;304;5;89;7643;3;;11244;;;Bryce;Ward;;Seabrook, TX;;;1249;3;;;;Alec;Udell;Silver;The Woodlands, TX;;;866;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;11;5;55.214;+1.104;+0.091;155.1;5;FCP Euro;GS;;;Mercedes-AMG GT GT4;M;1412;371;5;89;7643;3;;11243;;;Nate;Vincent;Bronze;Old Lyme, CT;;;2518;1;Bronze;;;Michael;Hurczyn;Silver;Granby, CT;;;2519;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;5;6;55.221;+1.111;+0.007;155.1;11;KMW Motorsports with TMR Engineering;TCR;;;Alfa Romeo Giulietta Veloce TCR;M;962;265;22;95;7658;3;;11223;;;Roy;Block;;Winter Park, FL;;;1077;3;;;;Tim;Lewis;;Boca Raton, FL;;;1801;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;7;4;55.263;+1.153;+0.042;154.9;6;VOLT Racing with Archangel;GS;;;Aston Martin Vantage GT4;M;964;345;5;56;73;3;;11225;;;Alan;Brynjolfsson;Bronze;Tampa, FL;;;1271;1;Bronze;;;Trent;Hindman;Silver;Ocean Township, NJ;;;244;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;14;5;55.306;+1.196;+0.043;154.8;5;Riley Motorsports;GS;;;Toyota Supra GT4;M;919;35;5;104;7662;3;;11194;;;Alfredo;Najri;;Santo Domingo, DR;;;2257;1;;;;Sacha;Fenestraz;;Cordoba, Argentina;;;2574;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;83;2;55.456;+1.346;+0.150;154.4;4;FASTMD RACING;GS;;;Audi R8 GT4;M;951;267;5;86;909;3;;11213;;;Alex;Papadopulos;;Houston, TX;;;1834;2;;;;James;Vance;;Toronto, ON;;;486;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;51;12;55.496;+1.386;+0.040;154.3;13;Copeland Motorsports;TCR;;;Hyundai Veloster N TCR;M;958;329;22;76;7660;3;;11221;;;Mason;Filippi;Silver;Alamo, CA;;;2228;1;Silver;;;AJ;Muss;Silver;Rumson, NJ;;;1929;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;8;5;55.547;+1.437;+0.051;154.2;5;McCann Racing;GS;;;Audi R8 GT4;M;791;303;5;86;909;3;;11231;;;Andrew;Davis;Silver;Athens, GA;;;329;2;Silver;;;Michael;McCann;;Canton, OH;;;1937;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;3;4;55.665;+1.555;+0.118;153.8;5;Motorsports In Action;GS;;;McLaren 570S GT4;M;818;160;5;88;7651;3;;11204;;;Sheena;Monk;Bronze;Newtown, PA;;;1532;1;Bronze;;;Spencer;Pigot;Gold;Orlando, FL;;;243;3;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;61;5;55.820;+1.710;+0.155;153.4;11;Road Shagger Racing;TCR;;;Audi RS3 LMS SEQ;M;957;342;22;99;909;3;;11220;;;Gavin;Ernstone;;Las Vegas, NV;;;1652;1;;;;Jon;Morley;Bronze;San Francisco, CA;;;2405;2;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;21;5;55.953;+1.843;+0.133;153.0;5;Riley Motorsports;GS;;;Toyota Supra GT4;M;1414;35;5;104;7662;3;;11245;;;Anton;Dias Perera;;Memphis,TN;;;1987;1;;;;Scott;Andrews;Silver;Torquay, Australia;;;1657;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;4;2;56.027;+1.917;+0.074;152.8;5;Winward Racing;GS;;;Mercedes-AMG GT GT4;M;809;304;5;89;7643;3;;11206;;;Russell;Ward;Silver;Seabrook, TX;;;1252;1;Silver;;;Mikael;Grenier;Silver;Quebec, QC;;;1624;5;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;54;9;56.391;+2.281;+0.364;151.9;16;Michael Johnson Racing;TCR;;;Hyundai Veloster N TCR;M;955;255;22;76;7660;3;;11217;;;Stephen;Simpson;Silver;Cape Town, South Africa;;;765;3;Silver;;;Michael;Johnson;;Mount Morris, MI;;;261;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;52;5;56.460;+2.350;+0.069;151.7;5;Auto Technic Racing;GS;;;BMW M4 GT4;M;1488;385;5;68;74;3;;11241;;;Attilio;Albani;;Simsbury, CT;;;2573;1;;;;Elivan;Goulart;;Shelton, CT;;;2572;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;96;5;56.494;+2.384;+0.034;151.6;6;Turner Motorsport;GS;;;BMW M4 GT4;M;610;38;5;68;74;3;;11235;;;Robby;Foley;Silver;Randolph, NJ;;;1302;2;Silver;;;Vincent;Barletta;;Canton, MA;;;1894;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;71;5;56.829;+2.719;+0.335;150.7;6;Rebel Rock Racing;GS;;;Chevrolet Camaro GT4.R;M;539;45;5;63;105;3;;11232;;;Frank;DePew;;Richmond, VA;;;1151;3;;;;Robin;Liddell;Silver;Edinburgh, Scotland;;;411;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;81;6;57.044;+2.934;+0.215;150.1;9;CB Motorsports;TCR;;;Hyundai Veloster N TCR;M;971;351;22;76;7660;3;;11229;;;Mark;Kvamme;Bronze;Columbus, OH;;;2422;2;Bronze;;;Trenton;Estep;Silver;San Antonio, TX;;;1353;5;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;64;5;59.004;+4.894;+1.960;145.1;6;TeamTGM;GS;;;Chevrolet Camaro GT4.R;M;920;79;5;63;105;3;;11195;;;Ted;Giovanis;Bronze;Highland, MD;;;489;1;Bronze;;;Owen;Trinkler;Silver;Nashville,TN;;;519;5;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;13;0;;;;;0;AWA;GS;;;McLaren 570S GT4;M;757;217;5;88;7651;3;;11201;;;Kuno;Wittmer;Gold;Montreal, QC;;;237;2;Gold;;;Orey;Fidani;;Toronto, ON;;;973;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;16;0;;;;;2;Wright Motorsports;GS;;;Porsche 718 Cayman GT4 Clubsport;M;972;111;5;78;112;3;;11230;;;Jan;Heylen;Silver;Dunedin, FL;;;184;3;Silver;;;Ryan;Hardwick;Bronze;Atlanta, GA;;;1256;1;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;88;0;;;;;15;VGMC Racing, LLC;TCR;;;Honda Civic FK7 TCR;M;976;355;22;97;2081;3;;11242;;;Victor;Gonzalez;ProAm;Trujillo Alto, PR;;;811;1;ProAm;;;Karl;Wittmer;Silver;Montreal, QC;;;2557;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;94;0;;;;;0;Atlanta Speedwerks;TCR;;;Honda Civic FK7 TCR;M;978;259;22;97;2081;3;;11234;;;Scott;Smithson;;Holladay, UT;;;2521;4;;;;Ryan;Eversley;Gold;Atlanta, GA;;;501;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
