POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;91;Classified;110;4:01:01.772;-;-;72;1:55.971;177.8;Kellymoss with Riley;GS;;;Porsche 718 GT4 RS CS;M;2593;465;5;108;112;3;;16626;;;Riley;Dickinson;Silver;New Braunfels, TX;;;1773;1;Silver;;;Michael;McCarthy;;Clearwater, FL;;;2058;2;;;;Brady;Golan;;Austin, TX;;;3164;3;;;;;;;;;;;;;;;;;;;;;;
12;68;Classified;110;4:01:45.296;+43.524;+6.230;23;1:55.215;179.0;Smooge Racing;GS;;;Toyota GR Supra GT4 EVO;M;2583;401;5;202;7662;3;;16621;;;John;Geesbreght;Silver;Fort Worth, TX;;;2778;2;Silver;;;Kevin;Conway;Bronze;Charlotte, NC;;;745;1;Bronze;;;Corey;Lewis;Silver;Nazareth, PA;;;763;3;Silver;;;;;;;;;;;;;;;;;;;;;
13;92;Classified;110;4:01:48.835;+47.063;+3.539;44;1:54.634;179.9;Random Vandals Racing;GS;;;BMW M4 GT4 (G82);M;2372;397;5;188;74;3;;16613;;;Kenton;Koch;Silver;Charlotte, NC;;;2239;1;Silver;;;Paul;Sparta;Bronze;Great Falls, VA;;;2694;4;Bronze;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;64;Classified;110;4:01:51.150;+49.378;+2.315;58;1:55.540;178.5;Team TGM;GS;B;;Aston Martin Vantage GT4;M;2547;79;5;18;73;3;;16599;;;Ted;Giovanis;Bronze;Highland, MD;;;489;1;Bronze;;;Hugh;Plumb;Bronze;Unionville, PA;;;421;3;Bronze;;;Kris;Wilson;Bronze;Golden, CO;;;423;2;Bronze;;;;;;;;;;;;;;;;;;;;;
15;17;Classified;110;4:02:13.531;+1:11.759;+22.381;74;1:58.178;174.5;JDC-Miller MotorSports;TCR;;;Audi RS3 LMS TCR;M;2209;15;22;84;909;3;;16627;;;Chris;Miller;Silver;Minneapolis, MN;;;265;1;Silver;;;Mikey;Taylor;Silver;Pretoria, South Africa;;;791;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;76;Classified;110;4:02:33.939;+1:32.167;+20.408;72;1:58.103;174.6;Bryan Herta Autosport with Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;2555;255;22;98;7660;3;;16632;;;Preston;Brown;;Chapel Hill, NC;;;2877;1;;;;Denis;Dupont;Silver;Montreal, QC;;;2250;4;Silver;;;Nick;Looijmans;;Ottawa, ON;;;2936;2;;;;;;;;;;;;;;;;;;;;;;
17;98;Classified;110;4:02:34.552;+1:32.780;+0.613;73;1:58.333;174.3;Bryan Herta Autosport with Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;953;255;22;98;7660;3;;16633;;;Mason;Filippi;Silver;Alamo, CA;;;1829;4;Silver;;;Mark;Wilkins;Gold;Mulmur, ON;;;317;1;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;15;Classified;110;4:02:44.598;+1:42.826;+10.046;71;1:59.178;173.1;Rockwell Autosport Development;TCR;;;Audi RS3 LMS SEQ;M;2358;359;22;99;909;3;;16636;;;Eric;Rockwell;;Colts Neck, NJ;;;2431;1;;;;Douglas;Oakley;;Howell, NJ;;;2430;2;;;;Tom;O'Gorman;;Cincinnati, OH;;;1721;3;;;;;;;;;;;;;;;;;;;;;;
19;13;Classified;110;4:02:45.142;+1:43.370;+0.544;85;1:55.880;178.0;McCumbee McAleer Racing;GS;;;Ford Mustang GT4;M;2553;349;5;54;107;3;;16606;;;Jenson;Altzman;;Phoenix, AZ;;;2460;3;;;;Chad;McCumbee;Silver;Shallotte, NC;;;461;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;09;Classified;110;4:02:46.668;+1:44.896;+1.526;4;1:56.802;176.6;Automatic Racing;GS;;;Aston Martin Vantage GT4;M;2554;95;5;18;73;3;;16623;;;Rob;Ecklin;;Lancaster, PA;;;452;2;;;;Ramin;Abdolvahabi;Bronze;Palm Beach Gardens, FL;;;2227;1;Bronze;;;Brandon;Kidd;Silver;Syracuse, NY;;;1581;3;Silver;;;;;;;;;;;;;;;;;;;;;
21;50;Classified;110;4:02:48.448;+1:46.676;+1.780;3;1:55.327;178.8;Hattori Motorsports;GS;;;Toyota GR Supra GT4 EVO;M;2459;494;5;202;7662;3;;16625;;;Jack;Hawksworth;Gold;Bradford, United Kingdom;;;838;3;Gold;;;Tyler;Maxson;Silver;Bogart, GA;;;2151;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;73;Classified;109;4:01:18.057;1 Lap;1 Lap;71;2:00.495;171.2;Racers Edge Motorsports;TCR;;;Honda Civic FK7 TCR;M;2614;112;22;97;2081;3;;16643;;;Daniel;Wu;;Oakland, Ca;;;3256;1;;;;Tazio;Ottis;Silver;Alameda, CA;;;1349;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;70;Classified;109;4:01:22.362;1 Lap;+4.305;3;2:00.390;171.3;Deily Motorsports LLC;TCR;;;Hyundai Elantra N TCR;M;2235;474;22;98;7660;3;;16639;;;Jacob;Deily;Silver;Edmond, OK;;;2954;2;Silver;;;Jordan;Wisely;;Mustang, OK;;;3128;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;38;Classified;109;4:01:53.678;1 Lap;+31.316;56;1:54.977;179.4;BGB MOTORSPORTS;GS;;;Porsche 718 GT4 RS CS;M;2580;157;5;108;112;3;;16620;;;Thomas;Collingwood;Bronze;St. John's, NT;;;1796;1;Bronze;;;Spencer;Pumpelly;Silver;Atlanta, GA;;;64;3;Silver;;;Jeroen;Bleekemolen;Gold;Aerdenhout, Netherlands;;;3230;2;Gold;;;;;;;;;;;;;;;;;;;;;
25;93;Classified;109;4:02:44.529;1 Lap;+50.851;73;1:58.948;173.4;Montreal Motorsport Group;TCR;;;Honda Civic FL5 TCR;M;2558;518;22;215;2081;3;;16635;;;DAI;Yoshihara;Bronze;Hachioji Tokyo;;;3226;1;Bronze;;;Karl;Wittmer;Silver;Montreal, QC;;;2557;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;77;Classified;108;4:02:17.188;2 Laps;1 Lap;70;1:58.552;174.0;Bryan Herta Autosport with Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;1872;255;22;98;7660;3;;16631;;;Taylor;Hagler;Silver;San Antonio, TX;;;1921;3;Silver;;;Bryson;Morris;Silver;Mount Juliet, TN;;;2668;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;88;Classified;103;4:03:02.938;7 Laps;+13:12.669;28;1:55.669;178.3;Archangel Motorsports;GS;;;Aston Martin Vantage GT4;M;2551;300;5;18;73;3;;16603;;;Todd;Coleman;Bronze;Lakewood, CO;;;1944;1;Bronze;;;Aaron;Telitz;Gold;Birchwood, WI;;;1780;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;67;Classified;101;4:01:53.518;9 Laps;2 Laps;99;1:56.114;177.6;Czabok-Simpson Motorsport;GS;;;Porsche 718 GT4 RS CS;M;2562;519;5;108;112;3;;16611;;;Sebastian;Carazo;Silver;Guaynabo, PR;;;1708;4;Silver;;;Nikita;Lastochkin;Silver;Los Angeles, CA;;;3216;3;Silver;;;Gordon;Scully;;Chicago, IL;;;3254;2;;;;;;;;;;;;;;;;;;;;;;
29;61;Classified;88;3:19:46.004;22 Laps;13 Laps;85;1:57.878;175.0;Road Shagger Racing;TCR;;;Audi RS3 LMS TCR;M;2450;342;22;84;909;3;;16638;;;Jon;Morley;Bronze;San Francisco, CA;;;3200;2;Bronze;;;Gavin;Ernstone;;Las Vegas, NV;;;1652;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;99;Classified;86;3:53:23.241;24 Laps;2 Laps;76;1:58.499;174.1;Victor Gonzalez Racing Team;TCR;;;Hyundai Elantra N TCR;M;2470;470;22;98;7660;3;;16642;;;Tyler;Gonzalez;;St. Cloud, FL;;TGO;2164;3;;;;Victor;Gonzalez;;Trujillo Alto;;VGO;811;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;51;Classified;86;4:01:02.381;24 Laps;+7:39.140;14;1:57.344;175.8;Hattori Motorsports;GS;B;;Toyota GR Supra GT4 EVO;M;2569;494;5;202;7662;3;;16616;;;Matt;Forbush;Bronze;Kingsport, TN;;;2904;5;Bronze;;;Nick;Galante;Bronze;Greenfield, MA;;;784;4;Bronze;;;Mark;Kvamme;;Columbus, OH;;;3264;1;;;;;;;;;;;;;;;;;;;;;;
32;80;Classified;79;4:03:02.888;31 Laps;7 Laps;51;1:58.878;173.5;Victor Gonzalez Racing Team;TCR;;;Hyundai Elantra N TCR;M;2594;470;22;98;7660;3;;16640;;;Morgan;Burkhard;;Charles Town, WV;;;3240;1;;;;Julian;Santero;;Mendoza, Argentina;;;2752;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;43;Classified;76;2:49:20.191;34 Laps;3 Laps;21;1:54.355;180.4;Stephen Cameron racing;GS;;;BMW M4 GT4 (G82);M;2263;220;5;188;74;3;;16602;;;Sean;Quinlan;Bronze;Palo Alto, CA;;;2172;1;Bronze;;;Gregory;Liefooghe;Silver;San Francisco, CA;;;504;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;39;Classified;75;4:02:15.179;35 Laps;1 Lap;61;1:54.760;179.7;CarBAhn Motorsports;GS;;;BMW M4 GT4 (G82);M;2563;520;5;188;74;3;;16612;;;Sean;McAlister;Silver;Beverly Hills, CA;;;1847;1;Silver;;;Jeff;Westphal;Gold;Littleton, CO;;;682;2;Gold;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;21;Classified;72;2:42:11.708;38 Laps;3 Laps;43;1:57.012;176.3;Rearden Racing;GS;;;Porsche 718 GT4 RS CS;M;2501;487;5;108;112;3;;16619;;;Jake;Pedersen;Silver;Orem, UT;;;3109;1;Silver;;;Vesko;Kozarov;;Park City, UT;;;476;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;33;Classified;62;2:15:38.498;48 Laps;10 Laps;21;1:58.783;173.6;Bryan Herta Autosport with Curb Agajanian;TCR;;;Hyundai Elantra N TCR;M;952;255;22;98;7660;3;;16630;;;Harry;Gottsacker;Silver;San Antonio, TX;;;1456;3;Silver;;;Robert;Wickens;Silver;Guelph, ON;;;1286;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;44;Classified;58;2:13:14.020;52 Laps;4 Laps;54;1:55.808;178.1;Baby Bull Racing;GS;;;Porsche 718 GT4 RS CS;M;2559;456;5;108;112;3;;16610;;;Moisey;Uretsky;Bronze;Miami, FL;;;2465;1;Bronze;;;Michael;Cooper;Silver;Huntington, NY;;;2550;3;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;5;Classified;49;3:31:30.573;61 Laps;9 Laps;26;1:58.195;174.5;KMW Motorsports with TMR Engineering;TCR;;;Alfa Romeo Giulietta Veloce TCR;M;962;265;22;95;7658;3;;16637;;;Tim;Lewis;;Boca Raton, FL;;;1801;2;;;;William;Tally;;Athens, GA;;;2039;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;89;Classified;42;4:02:29.087;68 Laps;7 Laps;35;2:01.003;170.5;HART;TCR;;;Honda Civic FK7 TCR;M;2143;76;22;97;2081;3;;16628;;;Chad;Gilsinger;Bronze;Marysville, OH;;;517;1;Bronze;;;Tyler;Chambers;;Columbus, OH;;;3098;4;;;;Steve;Eich;Bronze;Marysville, OH;;;516;2;Bronze;;;;;;;;;;;;;;;;;;;;;
40;94;Classified;36;1:26:24.565;74 Laps;6 Laps;3;1:56.586;176.9;Team ACP by Random Vandals;GS;B;;BMW M4 GT4 (G82);M;2598;517;5;188;74;3;;16609;;;Terry;Borcheller;Bronze;Vero Beach, FL;;;472;3;Bronze;;;Catesby;Jones;;New York City, NY;;;3248;2;;;;Ken;Goldberg;Bronze;Boca Raton, FL;;;3222;1;Bronze;;;;;;;;;;;;;;;;;;;;;
41;23;Classified;103;3:49:50.269;7 Laps;5 Laps;85;1:56.396;177.2;Smooge Racing;GS;;;Toyota GR Supra GT4 EVO;M;2584;401;5;202;7662;3;;16622;;;Bubba;Wallace;;Mobile, AL;;;3242;3;;;;Corey;Heim;Silver;Marietta, GA;;;3234;2;Silver;;;John Hunter;Nemechek;;Mooresville;;;3252;5;;;;;;;;;;;;;;;;;;;;;;
42;6;Classified;34;1:16:06.643;76 Laps;2 Laps;3;1:59.759;172.2;Montreal Motorsport Group;TCR;;;Honda Civic FL5 TCR;M;2557;518;22;215;2081;3;;16634;;;LP;Montour;;Blainville,Qc, Canada;;;3244;1;;;;Bryan;Ortiz;Silver;Bayamon, PR;;;796;2;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;8;Classified;24;1:12:16.619;86 Laps;10 Laps;4;2:00.567;171.1;Victor Gonzalez Racing Team;TCR;;;Honda Civic FK7 TCR;M;2595;470;22;97;2081;3;;16641;;;Colton;Reynolds;;Palos Verdes, CA;;;3231;2;;;;Clayton;Williams;Silver;Oakley, CA;;;3071;1;Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;55;Classified;5;10:19.061;105 Laps;19 Laps;3;1:58.763;173.7;Gou Racing;TCR;;;Audi RS3 LMS TCR;M;2500;495;22;84;909;3;;16629;;;Eddie;Gou;;Southlake TX;;;3158;1;;;;Eduardo;Gou;;Southlake, TX;;;3155;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;16;Not started;0;;;;0;;;Skip Barber Racing;GS;;;Aston Martin Vantage GT4;M;2570;508;5;18;73;3;;16618;;;Ken;Fukuda;Bronze;Oakland, CA;;;3173;1;Bronze;;;Carter;Fartuch;;Fort Pierce, FL;;;3260;2;;;;Will;Lambros;;Northport NY;;;3261;3;;;;;;;;;;;;;;;;;;;;;;
