POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
21;82;6;1:55.677;+2.576;+0.090;178.3;9;BimmerWorld Racing;GS;;;BMW M4 GT4;M;455;73;5;68;74;3;;4725;;;James;Clay;;Blacksburg, VA;;;508;1;;;;Devin;Jones;;Mooresville, NC;;;915;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;97;8;1:55.770;+2.669;+0.093;178.1;9;Automatic Racing;GS;;;Aston Martin AMR Vantage;M;628;95;5;79;73;3;;4766;;;Rob;Ecklin Jr.;;Lancaster, PA;;;452;2;;;;Brandon;Kidd;;Syracuse, NY;;;1581;3;;;;Ramin;Abdolvahabi;;Palm Bch Gardens, FL;;;520;1;;;;;;;;;;;;;;;;;;;;;;
23;26;4;1:55.885;+2.784;+0.115;178.0;10;Classic BMW / Fast Track Racing;GS;;;BMW M4 GT4;M;480;216;5;68;74;3;;4754;;;Jayson;Clunie;;Prince Albert, Saskatchewan;;;1202;4;;;;Toby;Grahovec;;Celina, TX;;;1540;3;;;;Kyle;Reid;;Aberdeen, United Kingdom;;;1766;1;;;;;;;;;;;;;;;;;;;;;;
24;88;5;1:56.260;+3.159;+0.375;177.4;8;Stephen Cameron Racing;GS;;;BMW M4 GT4;M;527;220;5;68;74;3;;4756;;;Henry;Schmitt;;;;;1732;3;;;;Greg;Liefooghe;;San Francisco, CA;;;504;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;67;7;1:56.702;+3.601;+0.442;176.7;9;TRG- The Racers Group;GS;;;Porsche 718 Cayman GT4 Clubsport;M;584;253;5;78;112;3;;4751;;;Chris;Bellomo;;Portola Valley, CA;;;1770;1;;;;Robert;Orcutt;;Santa Cruz, CA;;;1653;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;99;5;1:56.944;+3.843;+0.242;176.4;10;Automatic Racing;GS;;;Aston Martin Vantage GT4;M;624;95;5;56;73;3;;4757;;;Gary;Ferrera;;Littleton, CO;;;1735;2;;;;Kris;Wilson;;Golden, CO;;;423;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;31;8;1:57.394;+4.293;+0.450;175.7;9;Bodymotion Racing;GS;;;Porsche 718 Cayman GT4 Clubsport;M;606;48;5;78;112;3;;4749;;;Pete;McIntosh;;Annandale, NJ;;;790;1;;;;Patrick;Liddy;;Pasadena, CA;;;1695;2;;;;Marc;Miller;;Grand Rapids, MI;;;455;3;;;;;;;;;;;;;;;;;;;;;;
28;8;3;1:57.830;+4.729;+0.436;175.0;6;eEuroparts.com ROWE Racing;GS;;;Audi R8;M;621;203;5;71;909;3;;4746;;;Rodrigo;Sales;;Incline Village, NV;;;1501;1;;;;Gunnar;Jeannette;;Salt Lake City, UT;;;308;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;24;4;1:58.058;+4.957;+0.228;174.7;10;Ian Lacy Racing;GS;;;Ford Mustang GT4;M;589;254;5;54;107;3;;4752;;;Frank;Gannett II;;Salt Lake City, UT;;;1795;1;;;;Drew;Staveley;;Walnut, CA;;;1797;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;09;7;1:58.820;+5.719;+0.762;173.6;9;Automatic Racing;GS;;;Aston Martin Vantage GT4;M;625;95;5;56;73;3;;4761;;;Dale;Katechis;;Longmont, CO;;;1601;2;;;;Mikel;Miller;;Pebble Beach, CA;;;1365;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
